Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Daily Return,7-Day MA,30-Day MA,Volatility
2020-01-02 00:00:00-05:00,300.9714050935351,302.2272412285692,300.03184877811844,302.2086181640625,59151200,0.0,0.0,0.0,SPY,,,,
2020-01-03 00:00:00-05:00,298.75745145905097,301.0644689998944,298.70163903690985,299.9202575683594,77709700,0.0,0.0,0.0,SPY,-0.007572122230018019,,,
2020-01-06 00:00:00-05:00,298.13415917299807,301.14817175379727,298.0132228017955,301.064453125,55653900,0.0,0.0,0.0,SPY,0.0038149992465241755,,,
2020-01-07 00:00:00-05:00,300.48770713277423,300.9714526653238,299.76211722277225,300.21795654296875,40496400,0.0,0.0,0.0,SPY,-0.0028116789386616325,,,
2020-01-08 00:00:00-05:00,300.4132534178308,303.05514520302467,300.16209754562215,301.81793212890625,68296000,0.0,0.0,0.0,SPY,0.00532938004229111,,,
2020-01-09 00:00:00-05:00,303.40863007637785,303.93887639546324,302.81325981168897,303.86444091796875,48473300,0.0,0.0,0.0,SPY,0.006780607019030382,,,
2020-01-10 00:00:00-05:00,304.4598234089165,304.6179491245129,302.5156152163462,302.9900207519531,53029300,0.0,0.0,0.0,SPY,-0.002877665327914003,301.7262398856027,,
2020-01-13 00:00:00-05:00,303.6226422689923,305.0831051659553,303.18542603658625,305.0738220214844,47086800,0.0,0.0,0.0,SPY,0.0068774584204447375,302.1355547223772,,
2020-01-14 00:00:00-05:00,304.62729829129046,305.69707424765784,304.04123946255476,304.60870361328125,62832800,0.0,0.0,0.0,SPY,-0.0015246093719911702,302.80533272879467,,
2020-01-15 00:00:00-05:00,304.5156254024645,306.0691182413705,304.4319067813992,305.2970275878906,72056600,0.0,0.0,0.0,SPY,0.002259698972630897,303.4099862234933,,
2020-01-16 00:00:00-05:00,306.701769952569,307.836669921875,306.46920871614424,307.836669921875,54050300,0.0,0.0,0.0,SPY,0.008318595022197783,304.49837384905135,,
2020-01-17 00:00:00-05:00,308.562238584286,309.00873795861156,307.77152475715656,308.7947998046875,95846000,0.0,0.0,0.0,SPY,0.0031124618228739465,305.4950692313058,,
2020-01-21 00:00:00-05:00,307.81803222888266,309.008744567251,307.74362512784404,308.19012451171875,77742400,0.0,0.0,0.0,SPY,-0.001958178354529272,306.11302403041293,,
2020-01-22 00:00:00-05:00,309.0646013283018,309.7250957430727,308.0692607164097,308.2273864746094,48914900,0.0,0.0,0.0,SPY,0.00012090576539280917,306.86121913364957,,
2020-01-23 00:00:00-05:00,307.5668471072221,308.9994320683108,306.4319472996513,308.580810546875,51963000,0.0,0.0,0.0,SPY,0.0011466342310071376,307.36221749441967,,
2020-01-24 00:00:00-05:00,309.25058933977215,309.3343079666723,304.5249297700662,305.8365783691406,87578400,0.0,0.0,0.0,SPY,-0.008893074630502706,307.5376281738281,,
2020-01-27 00:00:00-05:00,300.4970183668304,302.44122686234795,300.15283228521173,300.9342346191406,84062500,0.0,0.0,0.0,SPY,-0.016029291774520615,306.9143720354353,,
2020-01-28 00:00:00-05:00,302.38534379890604,304.98073449414534,301.0271944683115,304.08770751953125,63834000,0.0,0.0,0.0,SPY,0.010478943694729903,306.3788059779576,,
2020-01-29 00:00:00-05:00,305.47378776144825,305.7063489582471,303.6318928628268,303.8365478515625,53888900,0.0,0.0,0.0,SPY,-0.0008259448236743738,305.6704842703683,,
2020-01-30 00:00:00-05:00,301.73424226616885,305.0366289147651,300.97146297278783,304.8226623535156,75491800,0.0,0.0,0.0,SPY,0.0032455427397590775,305.18941824776783,,
2020-01-31 00:00:00-05:00,304.19010042163825,304.34825455514147,298.3574747711446,299.2877197265625,113845600,0.0,0.0,0.0,SPY,-0.018157910518260656,303.9123229980469,,
2020-02-03 00:00:00-05:00,300.7946470519621,303.4086325410593,300.6737106916637,301.51092529296875,69083000,0.0,0.0,0.0,SPY,0.007428322045546887,302.90233939034596,,
2020-02-04 00:00:00-05:00,305.18545091150537,306.9901282871634,304.8598595190022,306.10638427734375,62573200,0.0,0.0,0.0,SPY,0.015241434385535824,302.94088309151783,,
2020-02-05 00:00:00-05:00,309.09242485200946,309.8552323899143,307.60405590533014,309.6412658691406,65951100,0.0,0.0,0.0,SPY,0.011547885876807218,304.1847446986607,,
2020-02-06 00:00:00-05:00,310.6180730661944,310.8785404985332,309.5854864812946,310.6831970214844,50359700,0.0,0.0,0.0,SPY,0.003364962190743892,305.12695748465404,,
2020-02-07 00:00:00-05:00,309.60409100214343,310.6924615550414,308.46919117447374,309.02734375,64139400,0.0,0.0,0.0,SPY,-0.00532971621046463,305.8684997558594,,
2020-02-10 00:00:00-05:00,308.1249623673376,311.39941349313204,308.08774463044927,311.33428955078125,42070000,0.0,0.0,0.0,SPY,0.007465183413178922,306.7987322126116,,
2020-02-11 00:00:00-05:00,312.71117726382016,313.5111743746813,311.3344043793123,311.87396240234375,54864500,0.0,0.0,0.0,SPY,0.001733419252794688,308.59676688058033,,
2020-02-12 00:00:00-05:00,313.334339820788,314.0971473611646,312.96224758291237,313.8832092285156,43992700,0.0,0.0,0.0,SPY,0.0064424962273053055,310.3642360142299,,
2020-02-13 00:00:00-05:00,312.43197380417524,314.53433592734336,312.15291174747836,313.54827880859375,54501900,0.0,0.0,0.0,SPY,-0.0010670542739291689,311.42736380440846,305.8369110107422,4.141454891923351
2020-02-14 00:00:00-05:00,313.9669405519407,314.1715955493727,312.74832210003814,314.0506591796875,64582200,0.0,0.0,0.0,SPY,0.0016022424776263033,312.0572771344866,306.231645711263,4.343145592615339
2020-02-18 00:00:00-05:00,313.03664752431484,314.1157347638164,311.8273124024941,313.2413024902344,57226200,0.0,0.0,0.0,SPY,-0.002577153289750167,312.4227207728795,306.67568054199216,4.356569179520704
2020-02-19 00:00:00-05:00,314.2273294653657,315.4273245520982,313.9389559122304,314.73895263671875,48814700,0.0,0.0,0.0,SPY,0.004781138804424101,313.23866489955356,307.1314971923828,4.4632931040522585
2020-02-20 00:00:00-05:00,314.18091798694536,315.01816114676365,310.4041257892001,313.446044921875,74163400,0.0,0.0,0.0,SPY,-0.00410787322005246,313.54034423828125,307.5724334716797,4.409833444711009
2020-02-21 00:00:00-05:00,312.0692261750472,312.3855060023993,309.380805059327,310.2180480957031,113788200,0.0,0.0,0.0,SPY,-0.010298413007496787,313.3037850516183,307.85243733723956,4.297092944296144
2020-02-24 00:00:00-05:00,300.599342876002,310.2924785867864,298.8318549004354,299.9295654296875,161088400,0.0,0.0,0.0,SPY,-0.033165325902771436,311.31040736607144,307.7212748209635,4.479212142233223
2020-02-25 00:00:00-05:00,301.34353740048454,301.966785590343,289.948037291406,290.841064453125,218913200,0.0,0.0,0.0,SPY,-0.030302117643994375,308.0665196010045,307.3163096110026,5.380276026111493
2020-02-26 00:00:00-05:00,292.26428935630173,295.9201444181738,289.0270557883367,289.771240234375,194773800,0.0,0.0,0.0,SPY,-0.003678380908011092,304.5980311802455,306.8062235514323,6.254567458221469
