Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Daily Return,7-Day MA,30-Day MA,Volatility
2020-01-02 00:00:00-05:00,300.9714050935351,302.2272412285692,300.03184877811844,302.2086181640625,59151200,0.0,0.0,0.0,SPY,,,,
2020-01-03 00:00:00-05:00,298.75732986201126,301.0643464638773,298.7015174625863,299.9201354980469,77709700,0.0,0.0,0.0,SPY,-0.007572526157322401,,,
2020-01-06 00:00:00-05:00,298.13415917299807,301.14817175379727,298.0132228017955,301.064453125,55653900,0.0,0.0,0.0,SPY,0.0038154078086583,,,
2020-01-07 00:00:00-05:00,300.48770713277423,300.9714526653238,299.76211722277225,300.21795654296875,40496400,0.0,0.0,0.0,SPY,-0.0028116789386616325,,,
2020-01-08 00:00:00-05:00,300.4132837933783,303.0551758457006,300.16212789577463,301.8179626464844,68296000,0.0,0.0,0.0,SPY,0.0053294816936995115,,,
2020-01-09 00:00:00-05:00,303.40863007637785,303.93887639546324,302.81325981168897,303.86444091796875,48473300,0.0,0.0,0.0,SPY,0.006780505220894906,,,
2020-01-10 00:00:00-05:00,304.45988474015394,304.6180104876036,302.51567615593683,302.9900817871094,53029300,0.0,0.0,0.0,SPY,-0.0028774644648053016,301.72623552594865,,
2020-01-13 00:00:00-05:00,303.6226118965806,305.08307464744854,303.18539570791086,305.07379150390625,47086800,0.0,0.0,0.0,SPY,0.006877154870900792,302.1355460030692,,
2020-01-14 00:00:00-05:00,304.6272677718494,305.69704362104,304.04120900182863,304.6086730957031,62832800,0.0,0.0,0.0,SPY,-0.0015246095245030622,302.80533708844865,,
2020-01-15 00:00:00-05:00,304.51568628140234,306.0691794308836,304.4319676436,305.2970886230469,72056600,0.0,0.0,0.0,SPY,0.0022599997575494246,303.40999930245533,,
2020-01-16 00:00:00-05:00,306.701769952569,307.836669921875,306.46920871614424,307.836669921875,54050300,0.0,0.0,0.0,SPY,0.008318393438608185,304.4983869280134,,
2020-01-17 00:00:00-05:00,308.562238584286,309.00873795861156,307.77152475715656,308.7947998046875,95846000,0.0,0.0,0.0,SPY,0.0031124618228739465,305.49507795061385,,
2020-01-21 00:00:00-05:00,307.81803222888266,309.008744567251,307.74362512784404,308.19012451171875,77742400,0.0,0.0,0.0,SPY,-0.001958178354529272,306.11303274972096,,
2020-01-22 00:00:00-05:00,309.0645095268896,309.72500374547394,308.0691692106434,308.227294921875,48914900,0.0,0.0,0.0,SPY,0.00012060869963037568,306.8612060546875,,
2020-01-23 00:00:00-05:00,307.56690794182333,308.9994931862675,306.4320079097772,308.58087158203125,51963000,0.0,0.0,0.0,SPY,0.0011471296214888849,307.36221749441967,,
2020-01-24 00:00:00-05:00,309.25055848153056,309.334277100077,304.52489938336953,305.8365478515625,87578400,0.0,0.0,0.0,SPY,-0.008893369561111086,307.5376281738281,,
2020-01-27 00:00:00-05:00,300.4969574203499,302.44116552154514,300.1527714085387,300.9341735839844,84062500,0.0,0.0,0.0,SPY,-0.01602939315793439,306.9143545968192,,
2020-01-28 00:00:00-05:00,302.38531345217336,304.980703886945,301.02716425787975,304.0876770019531,63834000,0.0,0.0,0.0,SPY,0.01047904722953863,306.3787841796875,,
2020-01-29 00:00:00-05:00,305.47378776144825,305.7063489582471,303.6318928628268,303.8365478515625,53888900,0.0,0.0,0.0,SPY,-0.0008258445487385746,305.6704624720982,,
2020-01-30 00:00:00-05:00,301.7342120577905,305.03659837576555,300.9714328407758,304.8226318359375,75491800,0.0,0.0,0.0,SPY,0.003245442298984935,305.18939208984375,,
2020-01-31 00:00:00-05:00,304.19006940417734,304.34822352155396,298.35744434842115,299.2876892089844,113845600,0.0,0.0,0.0,SPY,-0.01815791233615538,303.9123055594308,,
2020-02-03 00:00:00-05:00,300.7946470519621,303.4086325410593,300.6737106916637,301.51092529296875,69083000,0.0,0.0,0.0,SPY,0.007428424770361763,302.9023132324219,,
2020-02-04 00:00:00-05:00,305.1853900599758,306.99006707579565,304.859798732393,306.1063232421875,62573200,0.0,0.0,0.0,SPY,0.015241231954542078,302.9408525739397,,
2020-02-05 00:00:00-05:00,309.09245531549504,309.85526292858054,307.60408622212526,309.64129638671875,65951100,0.0,0.0,0.0,SPY,0.01154818726738438,304.18472726004467,,
2020-02-06 00:00:00-05:00,310.6180425550133,310.87850996176695,309.5854560715416,310.68316650390625,50359700,0.0,0.0,0.0,SPY,0.003364764743415405,305.12694004603793,,
2020-02-07 00:00:00-05:00,309.60406042760945,310.69243087302686,308.4691607120152,309.0273132324219,64139400,0.0,0.0,0.0,SPY,-0.00532971673398841,305.8684779575893,,
2020-02-10 00:00:00-05:00,308.125052976319,311.3995050650172,308.08783522848614,311.3343811035156,42070000,0.0,0.0,0.0,SPY,0.007465579165031988,306.7987278529576,,
2020-02-11 00:00:00-05:00,312.71108546531565,313.51108234133216,311.3343129849689,311.8738708496094,54864500,0.0,0.0,0.0,SPY,0.0017328306118378212,308.5967538016183,,
2020-02-12 00:00:00-05:00,313.33437028500174,314.09717789954306,312.96227801094915,313.88323974609375,43992700,0.0,0.0,0.0,SPY,0.006442889527777496,310.3642272949219,,
2020-02-13 00:00:00-05:00,312.43206503096053,314.53442776799585,312.15300289278053,313.5483703613281,54501900,0.0,0.0,0.0,SPY,-0.001066859718398816,311.4273768833705,305.83690388997394,4.141469398637808
2020-02-14 00:00:00-05:00,313.96691004249783,314.17156502004264,312.7482917090134,314.0506286621094,64582200,0.0,0.0,0.0,SPY,0.001601852690870098,312.0572814941406,306.2316375732422,4.343158200641135
2020-02-18 00:00:00-05:00,313.03667802195446,314.1157653665863,311.827342782314,313.2413330078125,57226200,0.0,0.0,0.0,SPY,-0.0025769591920403734,312.42273385184154,306.67567749023436,4.356577665545097
2020-02-19 00:00:00-05:00,314.2273904013064,315.4273857207457,313.9390167922488,314.739013671875,48814700,0.0,0.0,0.0,SPY,0.004781235763752667,313.2386910574777,307.1314961751302,4.463305296866328
2020-02-20 00:00:00-05:00,314.18091798694536,315.01816114676365,310.4041257892001,313.446044921875,74163400,0.0,0.0,0.0,SPY,-0.004108066346512618,313.5403573172433,307.5724324544271,4.409845890557582
2020-02-21 00:00:00-05:00,312.0691954753602,312.38547527159835,309.3807746241123,310.218017578125,113788200,0.0,0.0,0.0,SPY,-0.010298510369000091,313.3038068498884,307.85243428548176,4.297106683732385
